latitude,longitude,halfAngle,target
-17.0,-6.0,70.0,1
-30.0,32.0,32.0,1
20.0,18.0,25.0,1
4.0,-23.0,65.0,1
-8.0,-9.0,45.0,1
-15.0,14.0,58.0,1
29.0,19.0,41.0,1
-43.0,10.0,23.0,1
15.0,10.0,45.0,1
16.0,10.0,61.0,1
29.0,19.0,41.0,1
15.0,-30.0,60.0,1
-30.0,31.0,45.0,1
-12.0,32.0,45.0,1
12.0,5.0,39.0,1
-8.0,-9.0,45.0,1
-5.0,-30.0,30.0,1
-25.0,-20.0,55.0,1
-15.0,-63.0,75.0,1
15.0,-30.0,60.0,1
41.0,26.0,62.0,1
-15.0,-26.0,18.0,1
-30.0,32.0,32.0,1
20.0,18.0,25.0,1
-19.0,43.0,49.0,1
17.0,50.0,45.0,1
12.0,30.0,22.0,1
15.0,10.0,45.0,1
-25.0,-9.0,26.0,1
-6.0,18.0,50.0,1
-17.0,-6.0,70.0,1
-30.0,31.0,45.0,1
-3.0,-2.0,66.0,1
10.0,46.0,22.0,1
-43.0,10.0,23.0,1
-30.0,32.0,32.0,1
-31.0,-40.0,43.0,1
-12.0,32.0,45.0,1
41.0,26.0,62.0,1
-15.0,-26.0,18.0,1
22.0,-70.0,51.0,1
17.0,50.0,45.0,1
-32.0,48.0,18.0,1
-11.0,-78.0,66.0,1
-15.0,23.0,44.0,1
15.0,-30.0,60.0,1
14.0,3.0,45.0,1
-20.0,-9.0,50.0,1
-6.0,18.0,50.0,1
-25.0,-20.0,55.0,1
-4.0,-10.0,27.0,1
16.0,-5.0,51.0,1
48.0,-15.0,45.0,1
5.0,30.0,85.0,1
17.0,50.0,45.0,1
-5.0,-30.0,30.0,1
4.0,-23.0,65.0,1
-15.0,32.0,23.0,1
-13.0,19.0,43.0,1
-20.0,-9.0,50.0,1
-13.0,19.0,43.0,1
-13.0,-11.0,27.0,1
-6.0,2.0,46.0,1
10.0,-22.0,37.0,1
-25.0,-9.0,26.0,1
34.0,5.0,25.0,1
10.0,46.0,22.0,1
15.0,30.0,44.0,1
-25.0,-9.0,26.0,1
22.0,-70.0,51.0,1
-4.0,-10.0,27.0,1
25.0,43.0,60.0,1
5.0,30.0,85.0,1
26.0,38.0,70.0,1
-15.0,-63.0,75.0,1
-28.0,10.0,47.0,1
16.0,-5.0,51.0,1
34.0,5.0,25.0,1
-45.0,-41.0,43.0,1
-11.0,-78.0,66.0,1
-31.0,20.0,28.0,1
-28.0,-49.0,63.0,1
4.0,-23.0,65.0,1
27.0,-40.0,45.0,1
-4.0,-10.0,27.0,1
5.0,30.0,85.0,1
-43.0,10.0,23.0,1
-25.0,-20.0,41.0,1
-15.0,32.0,23.0,1
-15.0,23.0,44.0,1
22.0,-70.0,51.0,1
14.0,3.0,45.0,1
15.0,-13.0,35.0,1
45.0,38.0,38.0,1
5.0,30.0,85.0,1
-25.0,-9.0,26.0,1
-5.0,-30.0,30.0,1
15.0,10.0,45.0,1
34.0,5.0,25.0,1
29.0,19.0,41.0,1
-15.0,-26.0,18.0,1
-11.0,-78.0,66.0,1
22.0,-70.0,51.0,1
41.0,26.0,62.0,1
-15.0,23.0,44.0,1
7.0,-8.0,47.0,1
-10.0,-31.0,30.0,1
17.0,50.0,45.0,1
-3.0,-2.0,66.0,1
20.0,18.0,25.0,1
-9.0,40.0,49.0,1
-32.0,48.0,18.0,1
-6.0,18.0,50.0,1
-17.0,-6.0,70.0,1
-9.0,40.0,49.0,1
26.0,38.0,70.0,1
-25.0,-9.0,26.0,1
15.0,10.0,45.0,1
-22.0,36.0,41.0,1
50.0,25.0,46.0,1
-43.0,10.0,23.0,1
20.0,18.0,25.0,1
-5.0,-30.0,30.0,1
-6.0,18.0,50.0,1
-30.0,31.0,45.0,1
-5.0,-30.0,30.0,1
-28.0,-49.0,63.0,1
50.0,25.0,46.0,1
41.0,26.0,62.0,1
-3.0,-2.0,66.0,1
-26.0,7.0,38.0,1
27.0,-40.0,45.0,1
-22.0,36.0,41.0,1
34.0,5.0,25.0,1
45.0,38.0,38.0,1
12.0,5.0,39.0,1
12.0,5.0,39.0,1
-45.0,-41.0,43.0,1
14.0,40.0,60.0,1
-12.0,32.0,45.0,1
15.0,-30.0,60.0,1
12.0,5.0,39.0,1
29.0,19.0,41.0,1
-9.0,40.0,49.0,1
12.0,30.0,22.0,1
12.0,-45.0,50.0,1
34.0,5.0,25.0,1
15.0,-13.0,35.0,1
15.0,10.0,45.0,1
-15.0,32.0,23.0,1
-12.0,32.0,45.0,1
-8.0,-9.0,45.0,1
-28.0,10.0,47.0,1
-25.0,-9.0,26.0,1
15.0,10.0,45.0,1
48.0,-15.0,45.0,1
26.0,38.0,70.0,1
-45.0,-41.0,43.0,1
-25.0,-20.0,41.0,1
-28.0,-18.0,25.0,1
17.0,50.0,45.0,1
29.0,19.0,41.0,1
30.0,-60.0,50.0,1
45.0,38.0,38.0,1
-6.0,2.0,46.0,1
-22.0,36.0,41.0,1
-22.0,36.0,41.0,1
10.0,3.0,30.0,1
48.0,-15.0,45.0,1
-28.0,-18.0,25.0,1
-31.0,20.0,28.0,1
27.0,-40.0,45.0,1
-25.0,-20.0,41.0,1
-15.0,-26.0,18.0,1
-15.0,14.0,58.0,1
-43.0,10.0,23.0,1
-6.0,18.0,50.0,1
-15.0,-63.0,75.0,1
-10.0,-31.0,30.0,1
-30.0,32.0,32.0,1
15.0,-30.0,60.0,1
3.0,-9.0,45.0,1
25.0,43.0,60.0,1
-12.0,32.0,45.0,1
5.0,30.0,85.0,1
3.0,-9.0,45.0,1
-25.0,-9.0,26.0,1
-32.0,48.0,18.0,1
12.0,-45.0,50.0,1
-4.0,-10.0,27.0,1
-11.0,-78.0,66.0,1
-20.0,-9.0,50.0,1
-13.0,19.0,43.0,1
27.0,-40.0,45.0,1
4.0,-23.0,65.0,1
-30.0,32.0,32.0,1
10.0,0.0,19.0,1
16.0,10.0,61.0,1
-12.0,32.0,45.0,1
-28.0,10.0,47.0,1
-11.0,-78.0,66.0,1
-25.0,-20.0,55.0,1
10.0,46.0,22.0,1
-10.0,-31.0,30.0,1
-17.0,-6.0,70.0,1
-3.0,7.0,40.0,1
10.0,3.0,30.0,1
21.0,38.0,46.0,1
-13.0,19.0,43.0,1
34.0,5.0,25.0,1
4.0,-23.0,65.0,1
14.0,40.0,60.0,1
15.0,-30.0,60.0,1
12.0,-45.0,50.0,1
-9.0,40.0,49.0,1
22.0,-70.0,51.0,1
15.0,30.0,44.0,1
-22.0,36.0,41.0,1
-26.0,7.0,38.0,1
-13.0,-11.0,27.0,1
10.0,-22.0,37.0,1
-15.0,14.0,58.0,1
-32.0,48.0,18.0,1
-25.0,-20.0,41.0,1
12.0,5.0,39.0,1
-32.0,48.0,18.0,1
48.0,-15.0,45.0,1
-9.0,40.0,49.0,1
-30.0,32.0,32.0,1
-15.0,-26.0,18.0,1
10.0,0.0,19.0,1
-25.0,-20.0,41.0,1
-26.0,7.0,38.0,1
-31.0,-40.0,43.0,1
-31.0,20.0,28.0,1
-9.0,40.0,49.0,1
-8.0,-9.0,45.0,1
-19.0,43.0,49.0,1
-13.0,-11.0,27.0,1
15.0,10.0,45.0,1
-30.0,32.0,32.0,1
-15.0,14.0,58.0,1
45.0,38.0,38.0,1
4.0,-23.0,65.0,1
-31.0,20.0,28.0,1
14.0,3.0,45.0,1
-22.0,36.0,41.0,1
12.0,-45.0,50.0,1
4.0,-23.0,65.0,1
21.0,38.0,46.0,1
10.0,3.0,30.0,1
12.0,-45.0,50.0,1
20.0,20.0,30.0,1
27.0,-40.0,45.0,1
-6.0,2.0,46.0,1
16.0,-5.0,51.0,1
25.0,43.0,60.0,1
-4.0,-10.0,27.0,1
20.0,18.0,25.0,1
5.0,30.0,85.0,1
15.0,30.0,44.0,1
-15.0,14.0,58.0,1
48.0,-15.0,45.0,1
-15.0,23.0,44.0,1
-28.0,10.0,47.0,1
-17.0,-6.0,70.0,1
6.0,9.0,45.0,1
20.0,18.0,25.0,1
-3.0,-2.0,66.0,1
26.0,38.0,70.0,1
-45.0,-41.0,43.0,1
-9.0,40.0,49.0,1
-32.0,48.0,18.0,1
21.0,38.0,46.0,1
50.0,25.0,46.0,1
-15.0,23.0,44.0,1
15.0,-30.0,60.0,1
-12.0,32.0,45.0,1
-17.0,-6.0,70.0,1
-5.0,-30.0,30.0,1
-25.0,-20.0,55.0,1
-31.0,-40.0,43.0,1
-17.0,-6.0,70.0,1
-12.0,32.0,45.0,1
-3.0,7.0,40.0,1
12.0,-30.0,45.0,1
41.0,26.0,62.0,1
-15.0,-26.0,18.0,1
3.0,-9.0,45.0,1
-28.0,-49.0,63.0,1
-17.0,-6.0,70.0,1
-31.0,20.0,28.0,1
50.0,25.0,46.0,1
16.0,-5.0,51.0,1
15.0,10.0,45.0,1
-25.0,-20.0,41.0,1
-15.0,-26.0,18.0,1
-5.0,-30.0,30.0,1
30.0,-60.0,50.0,1
-30.0,32.0,32.0,1
15.0,-13.0,35.0,1
15.0,-30.0,60.0,1
-22.0,36.0,41.0,1
5.0,30.0,85.0,1
-30.0,32.0,32.0,1
-12.0,32.0,45.0,1
29.0,19.0,41.0,1
20.0,20.0,30.0,1
-5.0,-30.0,30.0,1
-15.0,32.0,23.0,1
16.0,-5.0,51.0,1
-45.0,-41.0,43.0,1
-10.0,-31.0,30.0,1
-3.0,7.0,40.0,1
-13.0,-11.0,27.0,1
-32.0,48.0,18.0,1
-9.0,40.0,49.0,1
29.0,19.0,41.0,1
-45.0,-41.0,43.0,1
21.0,38.0,46.0,1
-13.0,19.0,43.0,1
21.0,38.0,46.0,1
-25.0,-9.0,26.0,1
-25.0,-9.0,26.0,1
27.0,-40.0,45.0,1
15.0,-30.0,60.0,1
14.0,40.0,60.0,1
48.0,-15.0,45.0,1
21.0,38.0,46.0,1
-15.0,-63.0,75.0,1
12.0,-45.0,50.0,1
-15.0,-26.0,18.0,1
-6.0,18.0,50.0,1
15.0,-30.0,60.0,1
-32.0,48.0,18.0,1
14.0,3.0,45.0,1
-13.0,-11.0,27.0,1
-11.0,-78.0,66.0,1
-31.0,20.0,28.0,1
45.0,38.0,38.0,1
-19.0,43.0,49.0,1
6.0,9.0,45.0,1
-30.0,31.0,45.0,1
-26.0,7.0,38.0,1
15.0,30.0,44.0,1
6.0,9.0,45.0,1
-28.0,-18.0,25.0,1
15.0,10.0,45.0,1
-6.0,2.0,46.0,1
-17.0,-6.0,70.0,1
-26.0,7.0,38.0,1
6.0,9.0,45.0,1
-12.0,32.0,45.0,1
12.0,30.0,22.0,1
15.0,30.0,44.0,1
48.0,-15.0,45.0,1
15.0,10.0,45.0,1
10.0,0.0,19.0,1
-13.0,-11.0,27.0,1
10.0,3.0,30.0,1
-32.0,48.0,18.0,1
-6.0,18.0,50.0,1
34.0,5.0,25.0,1
16.0,-5.0,51.0,1
12.0,-30.0,45.0,1
15.0,-30.0,60.0,1
41.0,26.0,62.0,1
4.0,-23.0,65.0,1
27.0,-40.0,45.0,1
20.0,20.0,30.0,1
-26.0,7.0,38.0,1
48.0,-15.0,45.0,1
22.0,5.0,55.0,1
-43.0,10.0,23.0,1
14.0,3.0,45.0,1
-9.0,40.0,49.0,1
-15.0,-26.0,18.0,1
21.0,38.0,46.0,1
-31.0,-40.0,43.0,1
-43.0,10.0,23.0,1
-6.0,2.0,46.0,1
-28.0,-49.0,63.0,1
-30.0,31.0,45.0,1
-6.0,18.0,50.0,1
-45.0,-41.0,43.0,1
30.0,-60.0,50.0,1
-6.0,2.0,46.0,1
-13.0,19.0,43.0,1
41.0,26.0,62.0,1
-3.0,-2.0,66.0,1
-4.0,-10.0,27.0,1
-31.0,-40.0,43.0,1
16.0,10.0,61.0,1
29.0,19.0,41.0,1
12.0,5.0,39.0,1
-5.0,-30.0,30.0,1
16.0,-5.0,51.0,1
7.0,-8.0,47.0,1
-15.0,-26.0,18.0,1
-31.0,20.0,28.0,1
-17.0,-6.0,70.0,1
20.0,20.0,30.0,1
-10.0,-31.0,30.0,1
20.0,20.0,30.0,1
-6.0,2.0,46.0,1
29.0,19.0,41.0,1
-15.0,23.0,44.0,1
-15.0,-63.0,75.0,1
-28.0,-49.0,63.0,1
15.0,10.0,45.0,1
12.0,-45.0,50.0,1
-28.0,10.0,47.0,1
-15.0,-63.0,75.0,1
-26.0,7.0,38.0,1
25.0,43.0,60.0,1
-28.0,10.0,47.0,1
7.0,-8.0,47.0,1
15.0,-13.0,35.0,1
14.0,40.0,60.0,1
-31.0,20.0,28.0,1
30.0,-60.0,50.0,1
-15.0,23.0,44.0,1
12.0,30.0,22.0,1
-13.0,19.0,43.0,1
27.0,-40.0,45.0,1
-26.0,7.0,38.0,1
14.0,40.0,60.0,1
12.0,-30.0,45.0,1
-19.0,43.0,49.0,1
-25.0,-20.0,55.0,1
-25.0,-9.0,26.0,1
41.0,26.0,62.0,1
6.0,9.0,45.0,1
-5.0,-30.0,30.0,1
29.0,19.0,41.0,1
-30.0,32.0,32.0,1
15.0,30.0,44.0,1
-28.0,-18.0,25.0,1
29.0,19.0,41.0,1
3.0,-9.0,45.0,1
5.0,30.0,85.0,1
-5.0,-30.0,30.0,1
29.0,19.0,41.0,1
-15.0,32.0,23.0,1
-12.0,32.0,45.0,1
-30.0,32.0,32.0,1
-15.0,14.0,58.0,1
10.0,0.0,19.0,1
5.0,30.0,85.0,1
-45.0,-41.0,43.0,1
-25.0,-20.0,41.0,1
21.0,38.0,46.0,1
-9.0,40.0,49.0,1
-6.0,18.0,50.0,1
-45.0,-41.0,43.0,1
26.0,38.0,70.0,1
30.0,-60.0,50.0,1
-6.0,18.0,50.0,1
-11.0,-78.0,66.0,1
12.0,5.0,39.0,1
-28.0,10.0,47.0,1
-6.0,18.0,50.0,1
10.0,-22.0,37.0,1
16.0,10.0,61.0,1
-25.0,-20.0,41.0,1
15.0,30.0,44.0,1
21.0,38.0,46.0,1
-5.0,-30.0,30.0,1
-8.0,-9.0,45.0,1
7.0,-8.0,47.0,1
-8.0,-9.0,45.0,1
-32.0,48.0,18.0,1
-15.0,14.0,58.0,1
27.0,-40.0,45.0,1
-15.0,14.0,58.0,1
26.0,38.0,70.0,1
-5.0,-30.0,30.0,1
-31.0,-40.0,43.0,1
-17.0,-6.0,70.0,1
-25.0,-20.0,55.0,1
-10.0,-31.0,30.0,1
-13.0,-11.0,27.0,1
10.0,-22.0,37.0,1
-8.0,-9.0,45.0,1
-6.0,2.0,46.0,1
50.0,25.0,46.0,1
17.0,50.0,45.0,1
-3.0,7.0,40.0,1
41.0,26.0,62.0,1
30.0,-60.0,50.0,1
7.0,-8.0,47.0,1
-22.0,36.0,41.0,1
-11.0,-78.0,66.0,1
-45.0,-41.0,43.0,1
-13.0,-11.0,27.0,1
-30.0,31.0,45.0,1
-17.0,-6.0,70.0,1
-10.0,-31.0,30.0,1
-13.0,19.0,43.0,1
-25.0,-20.0,41.0,1
-28.0,10.0,47.0,1
5.0,30.0,85.0,1
-22.0,36.0,41.0,1
-10.0,-31.0,30.0,1
5.0,30.0,85.0,1
-25.0,-20.0,41.0,1
-25.0,-9.0,26.0,1
45.0,38.0,38.0,1
-26.0,7.0,38.0,1
-15.0,23.0,44.0,1
15.0,-30.0,60.0,1
41.0,26.0,62.0,1
-25.0,-9.0,26.0,1
20.0,20.0,30.0,1
6.0,9.0,45.0,1
-31.0,20.0,28.0,1
-20.0,-9.0,50.0,1
12.0,5.0,39.0,1
-30.0,31.0,45.0,1
-17.0,-6.0,70.0,1
-15.0,-26.0,18.0,1
15.0,-30.0,60.0,1
-6.0,2.0,46.0,1
30.0,-60.0,50.0,1
22.0,5.0,55.0,1
-45.0,-41.0,43.0,1
20.0,18.0,25.0,1
30.0,-60.0,50.0,1
14.0,40.0,60.0,1
14.0,3.0,45.0,1
15.0,-13.0,35.0,1
41.0,26.0,62.0,1
20.0,20.0,30.0,1
20.0,20.0,30.0,1
14.0,3.0,45.0,1
-30.0,31.0,45.0,1
-32.0,48.0,18.0,1
17.0,50.0,45.0,1
26.0,38.0,70.0,1
50.0,25.0,46.0,1
-13.0,19.0,43.0,1
14.0,40.0,60.0,1
-9.0,40.0,49.0,1
-31.0,-40.0,43.0,1
-15.0,-26.0,18.0,1
12.0,30.0,22.0,1
12.0,-30.0,45.0,1
-15.0,-63.0,75.0,1
-25.0,-20.0,41.0,1
4.0,-23.0,65.0,1
20.0,20.0,30.0,1
-8.0,-9.0,45.0,1
-15.0,32.0,23.0,1
-13.0,-11.0,27.0,1
48.0,-15.0,45.0,1
14.0,40.0,60.0,1
22.0,5.0,55.0,1
3.0,-9.0,45.0,1
7.0,-8.0,47.0,1
-19.0,43.0,49.0,1
-11.0,-78.0,66.0,1
12.0,30.0,22.0,1
41.0,26.0,62.0,1
30.0,-60.0,50.0,1
16.0,10.0,61.0,1
26.0,38.0,70.0,1
10.0,3.0,30.0,1
-20.0,-9.0,50.0,1
14.0,40.0,60.0,1
-12.0,32.0,45.0,1
14.0,40.0,60.0,1
-13.0,-11.0,27.0,1
30.0,-60.0,50.0,1
21.0,38.0,46.0,1
10.0,-22.0,37.0,1
26.0,38.0,70.0,1
15.0,-30.0,60.0,1
-5.0,-30.0,30.0,1
34.0,5.0,25.0,1
-25.0,-9.0,26.0,1
25.0,43.0,60.0,1
-4.0,-10.0,27.0,1
12.0,30.0,22.0,1
-4.0,-10.0,27.0,1
-8.0,-9.0,45.0,1
-28.0,-18.0,25.0,1
6.0,9.0,45.0,1
50.0,25.0,46.0,1
12.0,30.0,22.0,1
-45.0,-41.0,43.0,1
15.0,30.0,44.0,1
25.0,43.0,60.0,1
27.0,-40.0,45.0,1
12.0,30.0,22.0,1
20.0,18.0,25.0,1
21.0,38.0,46.0,1
10.0,3.0,30.0,1
48.0,-15.0,45.0,1
-3.0,-2.0,66.0,1
12.0,-30.0,45.0,1
22.0,-70.0,51.0,1
48.0,-15.0,45.0,1
12.0,5.0,39.0,1
-15.0,23.0,44.0,1
15.0,10.0,45.0,1
27.0,-40.0,45.0,1
-19.0,43.0,49.0,1
7.0,-8.0,47.0,1
-3.0,7.0,40.0,1
-9.0,40.0,49.0,1
4.0,-23.0,65.0,1
-20.0,-9.0,50.0,1
12.0,-45.0,50.0,1
29.0,19.0,41.0,1
15.0,-13.0,35.0,1
26.0,38.0,70.0,1
14.0,40.0,60.0,1
-15.0,32.0,23.0,1
10.0,3.0,30.0,1
48.0,-15.0,45.0,1
-20.0,-9.0,50.0,1
15.0,30.0,44.0,1
-17.0,-6.0,70.0,1
-25.0,-9.0,26.0,1
16.0,-5.0,51.0,1
-43.0,10.0,23.0,1
-15.0,32.0,23.0,1
16.0,-5.0,51.0,1
-32.0,48.0,18.0,1
-15.0,32.0,23.0,1
-19.0,43.0,49.0,1
