halfAngle,speed,target
18.0,428.0,0
20.0,392.0,0
10.0,301.0,1
13.0,351.0,0
7.0,215.0,0
23.0,521.0,0
2.0,273.0,0
16.0,384.0,0
11.0,184.0,0
5.0,218.0,0
13.0,307.0,0
3.0,381.0,0
23.0,268.0,0
21.0,269.0,0
12.0,247.0,0
6.0,254.0,0
16.0,319.0,0
6.0,366.0,0
15.0,249.0,0
26.0,254.0,0
17.0,262.0,1
12.0,383.0,0
5.0,224.0,0
8.0,259.0,0
12.0,356.0,0
10.0,211.0,0
20.0,163.0,0
19.0,227.0,0
6.0,205.0,0
17.0,193.0,0
18.0,248.0,0
10.0,362.0,0
21.0,341.0,0
19.0,443.0,0
18.0,308.0,0
7.0,439.0,0
24.0,200.0,0
18.0,410.0,0
16.0,285.0,0
10.0,266.0,0
24.0,237.0,0
9.0,489.0,0
23.0,180.0,0
25.0,241.0,0
30.0,232.0,1
16.0,317.0,0
24.0,348.0,0
11.0,402.0,0
12.0,293.0,0
12.0,257.0,0
11.0,346.0,0
15.0,282.0,0
15.0,211.0,0
18.0,266.0,0
5.0,355.0,0
24.0,217.0,0
18.0,264.0,0
29.0,411.0,0
22.0,236.0,0
25.0,212.0,0
29.0,291.0,0
12.0,235.0,0
18.0,290.0,0
9.0,333.0,0
15.0,440.0,0
13.0,208.0,0
7.0,249.0,0
27.0,385.0,1
20.0,505.0,0
25.0,125.0,1
33.0,323.0,0
14.0,484.0,0
12.0,299.0,0
25.0,148.0,0
23.0,278.0,1
12.0,326.0,0
19.0,214.0,0
24.0,277.0,1
19.0,296.0,1
16.0,284.0,0
16.0,275.0,0
30.0,242.0,0
32.0,452.0,1
12.0,296.0,0
29.0,541.0,0
13.0,256.0,0
26.0,246.0,0
5.0,222.0,0
9.0,549.0,0
10.0,173.0,0
30.0,188.0,1
24.0,269.0,0
17.0,371.0,0
26.0,195.0,0
13.0,283.0,0
19.0,389.0,0
14.0,214.0,0
13.0,131.0,0
22.5,354.0,0
9.0,150.0,0
32.0,186.0,0
30.0,387.0,0
16.0,294.0,0
21.0,221.0,1
24.0,314.0,0
8.0,234.0,0
12.0,206.0,0
16.0,280.0,0
17.0,347.0,1
13.0,286.0,0
11.0,236.0,0
22.5,120.0,0
20.0,259.0,0
31.0,442.0,0
16.0,255.0,0
30.0,436.0,1
10.0,160.0,0
26.0,540.0,0
19.0,190.0,1
20.5,242.0,0
23.0,158.0,0
15.0,281.0,0
17.0,250.0,0
14.0,313.0,0
16.0,251.0,0
28.0,235.0,0
26.0,375.0,0
25.0,281.0,0
18.0,241.0,0
10.0,380.0,0
26.0,237.0,0
6.0,443.0,0
19.0,140.0,0
19.0,261.0,0
15.0,523.0,0
18.0,241.0,0
30.0,364.0,0
15.5,1166.0,0
13.0,1182.0,0
12.0,325.0,1
27.0,320.0,0
35.0,270.0,0
6.0,159.0,0
32.0,179.0,0
20.0,368.0,0
42.0,878.0,0
10.0,298.0,0
32.0,550.0,1
15.0,331.0,0
58.0,1336.0,3
25.5,284.0,0
11.0,338.0,0
15.0,200.0,0
35.0,774.0,0
20.0,314.0,0
15.0,305.0,0
13.0,275.0,0
17.0,220.0,0
41.0,1383.0,1
10.0,206.0,0
32.0,325.0,0
22.5,185.0,0
20.5,215.0,0
26.0,610.0,0
19.5,390.0,0
10.0,443.0,0
29.5,386.0,0
15.0,204.0,0
32.0,486.0,0
25.0,372.0,1
30.0,626.0,1
27.5,278.0,0
17.5,240.0,0
31.0,529.0,0
12.0,326.0,0
33.0,430.0,0
22.0,173.0,0
30.0,300.0,0
24.0,253.0,0
18.0,218.0,0
28.0,244.0,0
24.5,345.0,0
29.0,246.0,0
10.0,378.0,0
5.0,276.0,0
22.0,151.0,0
19.0,259.0,0
23.0,329.0,0
29.0,250.0,0
20.0,218.0,0
23.0,224.0,0
22.0,298.0,0
21.0,244.0,0
22.0,205.92,0
16.0,460.0,0
21.0,278.0,0
10.0,250.0,0
12.0,253.0,0
11.0,262.0,0
17.5,252.0,0
11.0,135.0,0
11.0,364.0,0
29.0,249.0,0
15.0,445.0,0
10.0,282.9,0
15.0,885.0,0
8.0,420.0,0
15.0,197.0,0
10.0,289.0,0
18.5,90.8,0
7.0,284.0,0
25.0,122.0,0
50.0,680.0,1
22.0,501.0,0
30.0,321.0,0
13.5,257.0,0
29.0,234.0,0
8.0,260.0,0
27.5,153.0,0
18.0,260.0,0
4.0,251.0,0
28.0,356.0,0
26.0,260.0,0
24.0,350.0,0
27.0,273.0,0
25.0,342.0,0
20.0,280.0,0
23.0,228.0,0
11.0,388.0,0
11.0,255.0,0
31.0,514.0,0
12.0,185.0,0
16.0,296.0,0
17.0,336.0,0
35.0,422.0,2
19.0,205.0,0
30.0,281.0,1
20.0,406.0,0
15.0,193.0,0
21.0,237.0,0
10.0,378.0,0
20.0,164.0,0
27.5,231.0,0
11.0,369.0,0
6.0,276.0,0
21.0,262.0,0
28.0,239.0,1
19.0,298.0,0
25.0,447.0,0
9.0,341.0,0
13.0,295.0,0
21.0,323.0,0
10.0,324.0,0
38.0,882.0,0
21.0,161.0,0
26.0,299.0,0
28.0,583.0,0
18.0,339.0,0
30.0,803.0,1
25.0,327.0,0
23.0,172.0,0
23.0,652.0,1
27.0,488.0,0
22.0,232.0,1
32.0,330.0,0
26.0,384.0,0
25.0,120.0,0
26.0,512.0,0
29.0,374.0,0
21.0,284.0,0
24.0,301.0,0
22.0,388.0,0
15.0,400.0,0
40.0,815.0,1
27.0,717.0,1
45.0,580.0,1
23.0,336.0,0
27.0,475.0,0
14.0,294.0,0
20.0,137.0,0
20.0,227.0,0
26.0,334.0,0
24.0,294.0,0
19.0,289.0,0
37.0,259.0,0
21.0,500.0,2
20.0,611.0,2
26.0,670.0,2
26.0,699.0,1
31.0,806.0,1
23.0,703.0,1
11.0,585.0,0
26.0,435.0,0
18.0,469.0,0
22.0,350.0,0
46.0,824.0,2
18.0,412.0,0
20.0,486.0,0
14.0,269.0,0
15.0,312.0,0
16.0,254.0,0
10.0,312.0,0
19.0,572.0,0
28.0,649.0,0
17.0,260.0,0
19.0,303.0,0
20.0,176.0,0
10.0,454.0,0
18.0,277.0,0
31.0,544.0,0
27.0,559.0,0
34.0,1002.0,0
29.0,725.0,0
31.0,301.0,0
28.0,338.0,0
18.0,302.0,0
15.0,295.0,0
20.0,222.0,0
32.0,279.0,2
21.0,266.0,0
17.0,280.0,0
28.0,308.0,0
12.0,415.0,0
27.0,213.0,0
37.0,479.0,1
5.0,472.0,0
4.0,329.0,0
24.0,483.0,0
33.0,481.0,0
24.0,345.0,0
30.0,378.0,1
22.0,268.0,0
35.0,413.0,0
38.0,1181.0,0
11.0,275.0,0
10.0,530.0,0
18.0,401.0,0
19.0,291.0,0
38.0,485.0,0
31.0,447.0,0
29.0,394.0,0
23.0,309.0,0
20.0,213.0,0
13.0,230.0,0
36.0,362.0,0
23.0,535.0,0
31.0,334.0,0
23.0,148.0,0
19.0,328.0,0
29.0,310.0,0
27.0,347.0,0
37.0,525.0,1
15.0,502.0,0
28.0,323.0,0
14.0,375.0,1
34.0,643.0,0
22.0,461.0,0
23.0,646.0,0
31.0,652.0,0
40.0,345.0,0
28.0,423.0,0
27.0,632.0,0
57.0,770.0,0
22.0,349.0,0
32.0,589.0,0
15.0,428.0,0
50.0,2069.0,0
16.0,768.0,0
47.0,1029.0,0
10.0,434.0,0
23.0,478.0,0
15.0,382.0,0
32.0,399.0,0
15.0,203.0,0
29.0,971.0,2
12.0,443.0,0
10.0,356.0,0
24.0,259.0,0
27.0,364.0,1
19.0,216.0,0
21.0,267.0,0
18.0,514.0,0
39.0,600.0,0
26.0,267.0,0
32.0,366.0,0
10.0,545.0,0
36.0,531.0,0
33.0,554.0,0
33.0,420.0,0
26.0,378.0,0
11.0,545.0,0
15.0,293.0,0
36.0,264.0,1
19.0,300.0,0
29.0,180.0,0
21.0,377.0,0
27.0,335.0,0
22.0,235.0,0
24.0,224.0,0
26.0,329.0,0
33.0,259.0,0
26.0,278.0,0
14.0,469.0,0
16.0,487.0,0
25.0,524.0,0
21.0,484.0,0
12.0,532.0,0
31.0,393.0,0
14.0,244.0,0
14.0,318.0,0
28.0,342.0,0
25.0,289.0,0
15.0,499.0,0
14.0,426.0,0
22.0,213.0,0
24.0,560.0,0
29.0,986.0,0
12.5,386.5,0
13.5,469.0,0
28.0,326.0,0
22.0,315.0,0
30.0,365.0,0
27.0,389.0,0
35.0,393.0,1
38.0,455.0,0
22.0,330.0,0
33.0,454.0,1
15.0,526.0,0
28.0,367.0,0
15.0,499.0,0
27.0,266.0,1
45.0,599.0,1
33.0,298.0,0
45.0,261.0,1
29.0,777.0,0
18.0,638.0,0
16.0,479.0,0
14.0,864.0,0
26.0,1128.0,0
17.0,740.0,0
14.0,661.0,0
11.0,624.0,0
37.0,731.0,0
38.0,631.0,0
15.0,396.0,0
16.0,566.0,0
31.0,632.0,0
10.0,274.0,0
11.0,438.0,0
45.0,537.0,1
29.0,338.0,0
22.0,557.0,0
40.0,287.0,0
18.0,360.0,0
26.0,383.0,0
22.0,451.0,0
18.0,481.0,0
14.0,395.0,0
10.0,392.0,0
29.0,572.0,0
39.0,652.0,0
29.0,577.0,0
19.0,379.0,0
19.0,335.0,0
37.0,464.0,0
31.0,394.0,1
11.0,494.0,0
21.0,408.0,0
38.0,472.0,0
20.0,456.0,0
24.0,475.0,0
22.0,511.0,1
24.0,994.0,0
42.0,681.0,0
19.0,766.0,0
22.0,254.0,0
28.0,675.0,0
17.0,352.0,0
40.0,254.0,0
36.0,292.0,0
38.0,287.0,0
48.0,300.0,2
32.0,428.0,2
10.0,503.0,0
15.0,413.0,0
12.0,327.0,0
18.0,1164.0,0
24.0,427.0,0
25.0,282.0,0
17.0,477.0,0
18.0,403.0,0
45.0,649.0,1
12.0,487.0,0
37.0,235.0,0
30.0,263.0,0
27.0,414.0,1
22.0,370.0,0
23.0,769.0,0
28.0,496.0,0
29.0,449.0,0
25.0,262.0,0
24.0,311.0,0
19.0,282.0,0
34.0,300.0,0
16.0,466.0,0
16.0,472.0,0
12.0,253.0,0
45.0,983.0,3
30.0,392.0,0
24.0,298.0,0
10.0,408.0,1
26.0,306.0,0
35.0,512.0,1
15.0,307.0,0
33.0,751.0,0
34.0,701.0,0
14.0,256.0,0
21.0,426.0,0
22.0,317.0,0
42.0,786.0,0
32.0,314.0,0
38.0,553.0,0
37.0,491.0,0
14.0,253.0,0
17.0,323.0,0
29.0,241.0,0
30.0,404.0,0
27.0,380.0,0
24.0,249.0,0
21.0,662.0,0
15.0,535.0,0
24.0,435.0,0
19.0,423.0,0
27.0,430.0,0
11.0,265.0,0
16.0,331.0,0
37.0,369.0,0
39.0,612.0,0
17.0,314.0,0
30.0,338.0,0
25.0,605.0,0
33.0,683.0,0
13.0,402.0,0
33.0,302.0,2
29.0,349.0,0
40.0,282.0,0
29.0,395.0,0
49.0,1109.0,8
13.0,554.0,0
18.0,966.0,0
30.0,435.0,1
47.0,657.0,1
25.0,405.0,0
32.0,509.0,3
49.0,771.0,3
51.0,1151.0,4
29.0,401.0,0
35.0,271.0,0
20.0,607.0,0
30.0,430.0,1
15.0,414.0,0
45.0,590.0,0
21.0,403.0,0
27.0,460.0,0
23.0,381.0,0
27.0,365.0,0
21.0,327.0,0
24.0,285.0,0
27.0,266.0,0
26.0,397.0,0
26.0,373.0,0
12.0,331.0,0
45.0,1310.0,0
37.0,733.0,0
15.0,320.0,0
32.0,951.0,0
28.0,364.0,0
49.0,383.0,0
24.0,379.0,0
29.0,512.0,0
14.0,266.0,0
38.0,243.0,0
42.0,384.0,0
22.0,271.0,0
38.0,551.0,0
19.0,218.0,0
10.0,894.0,0
39.0,489.0,0
27.0,515.0,0
21.0,536.0,0
16.0,404.0,0
27.0,284.0,0
31.0,561.0,2
24.0,366.0,0
29.0,518.0,0
29.0,539.0,1
13.0,404.0,0
11.0,266.0,0
27.0,600.0,1
15.0,349.0,0
20.0,312.0,0
23.0,317.0,0
36.0,557.0,0
28.0,840.0,0
48.0,448.0,0
26.0,358.0,0
30.0,718.0,0
41.0,612.0,0
38.0,248.0,1
12.0,473.0,0
44.0,756.0,0
26.0,492.0,0
45.0,204.0,1
10.0,570.0,0
10.0,427.0,0
36.0,771.0,0
23.0,208.0,0
12.0,625.0,0
11.0,219.0,0
10.0,502.0,0
14.0,306.0,0
16.0,368.0,0
11.0,361.0,0
11.0,630.0,0
14.0,394.0,0
16.0,697.0,0
10.0,347.0,0
15.0,557.0,0
10.0,421.0,0
18.0,305.0,1
24.0,680.0,1
13.0,483.0,0
10.0,528.0,0
15.0,293.0,0
10.0,273.0,0
10.0,446.0,0
30.0,423.0,0
25.0,427.0,0
21.0,367.0,0
28.0,465.0,0
35.0,650.0,0
11.0,466.0,0
15.0,698.0,0
31.0,357.0,0
21.0,572.0,0
38.0,303.0,0
41.0,341.0,0
10.0,539.0,0
33.0,300.0,0
10.0,243.0,0
10.0,569.0,0
10.0,538.0,0
7.0,375.0,0
12.0,855.0,0
19.0,515.0,0
38.0,443.0,1
26.0,320.0,0
10.0,446.0,0
14.0,249.0,0
5.0,314.0,0
22.0,328.0,0
25.0,322.0,0
21.0,284.0,0
22.0,289.0,0
29.0,305.0,0
21.0,240.0,0
18.0,667.0,0
16.0,254.0,0
27.0,546.0,0
27.0,249.0,0
39.0,277.0,0
24.0,306.0,0
23.0,344.0,0
12.0,336.0,0
17.0,347.0,0
27.0,626.0,0
29.0,459.0,0
13.0,389.0,0
18.0,331.0,0
14.0,265.0,0
39.0,248.0,0
35.0,201.0,0
37.0,465.0,0
31.0,308.0,0
17.0,435.0,0
17.0,647.0,0
20.0,851.0,0
32.0,519.0,0
31.0,428.0,0
30.0,504.0,0
53.0,1559.0,0
12.0,433.0,0
26.0,354.0,0
30.0,419.0,0
39.0,1419.0,0
15.0,426.0,0
25.0,355.0,0
30.0,615.0,0
23.0,601.0,0
38.0,1908.0,0
23.0,913.0,0
21.0,288.0,0
17.0,542.0,0
14.0,750.0,0
40.0,1251.0,0
42.0,312.0,0
32.0,343.0,0
25.0,416.0,1
13.0,281.0,0
29.0,593.0,0
22.0,610.0,1
28.0,451.0,0
47.0,962.0,1
22.0,331.0,0
19.0,339.0,0
44.0,1426.0,4
40.0,538.0,1
11.0,343.0,1
48.0,739.0,2
23.0,206.0,0
16.0,342.0,0
36.0,255.0,0
10.0,667.0,0
21.0,275.0,0
15.0,360.0,0
10.0,688.0,0
26.0,352.0,0
27.0,353.0,0
25.0,392.0,0
19.0,470.0,0
20.0,490.0,0
26.0,369.0,0
44.0,544.0,0
31.0,638.0,0
13.0,482.0,0
22.0,286.0,0
45.0,628.0,2
38.0,359.0,0
28.0,352.0,0
32.0,207.0,0
27.0,487.0,0
24.0,549.0,0
20.0,382.0,0
25.0,403.0,0
19.0,488.0,0
22.0,344.0,0
37.0,534.0,0
32.0,301.0,0
16.0,774.0,0
30.0,604.0,0
28.0,547.0,0
28.0,462.0,0
10.0,321.0,0
33.0,250.0,0
34.0,414.0,0
25.0,467.0,0
35.0,444.0,0
18.0,444.0,0
40.0,555.0,1
31.0,401.0,1
21.0,434.0,0
20.0,265.0,0
26.0,346.0,0
12.0,312.0,0
40.0,476.0,0
10.0,331.0,0
49.0,600.0,0
34.0,233.0,0
29.0,246.0,0
48.0,302.0,0
20.0,479.0,0
31.0,358.0,0
42.0,925.0,0
13.0,388.0,0
43.0,314.0,0
31.0,344.0,0
25.0,310.0,0
14.0,464.0,0
41.0,300.0,0
25.0,407.0,0
24.0,338.0,0
51.0,2554.0,0
24.0,446.0,0
45.0,702.0,0
31.0,373.0,0
20.0,248.0,0
10.0,386.0,0
25.0,562.0,1
31.0,384.0,0
21.0,551.0,0
10.0,571.0,0
45.0,445.0,1
30.0,338.0,0
19.0,555.0,0
25.0,575.0,0
27.0,481.0,0
10.0,424.0,0
31.0,266.0,0
10.0,322.0,0
28.0,350.0,0
30.0,339.0,0
19.0,409.0,0
25.0,350.0,0
28.0,274.0,0
17.0,516.0,0
44.0,423.0,0
15.0,258.0,0
31.0,358.0,0
17.0,355.0,0
27.0,340.0,0
30.0,577.0,0
25.0,392.0,0
21.0,458.0,0
28.0,442.0,0
27.0,351.0,0
28.0,415.0,0
38.0,135.0,0
37.0,423.0,0
28.0,274.0,0
33.0,426.0,0
28.0,248.0,0
28.0,252.0,0
31.0,479.0,1
27.0,392.0,0
26.0,469.0,0
34.0,616.0,0
35.0,305.0,0
29.0,452.0,1
34.0,551.0,1
12.0,775.0,0
61.0,677.0,2
15.0,539.0,0
33.0,544.0,0
28.0,394.0,0
25.0,258.0,0
10.0,394.0,0
19.0,256.0,0
19.0,363.0,0
18.0,245.0,0
37.0,748.0,0
45.0,554.0,0
50.0,511.0,2
27.0,320.0,0
28.0,482.0,0
27.0,263.0,0
15.0,358.0,0
33.0,361.0,0
37.0,297.0,0
21.0,417.0,0
37.0,413.0,0
25.0,340.0,0
60.0,792.0,0
22.0,351.0,0
34.0,398.0,0
10.0,798.0,0
10.0,519.0,0
45.0,659.0,1
22.0,315.0,0
33.0,154.0,0
35.0,343.0,0
23.0,441.0,0
45.0,662.0,7
50.0,760.0,3
52.0,1048.0,0
40.0,808.0,4
33.0,395.0,0
32.0,451.0,0
35.0,576.0,0
30.0,459.0,0
45.0,1370.0,3
35.0,441.0,0
35.0,702.0,1
15.0,767.0,0
35.0,337.0,0
33.0,777.0,0
41.0,526.0,2
26.0,449.0,1
31.0,245.0,0
19.0,397.0,0
52.0,520.0,0
43.0,457.0,1
35.0,422.0,1
29.0,772.0,0
21.0,387.0,0
16.0,299.0,0
20.0,527.0,0
12.0,552.0,0
22.0,808.0,0
15.0,319.0,0
46.0,553.0,1
44.0,732.0,0
17.0,383.0,0
56.0,887.0,0
33.0,334.0,0
38.0,599.0,0
30.0,414.0,0
43.0,605.0,0
20.0,521.0,0
38.0,814.0,0
38.0,660.0,0
26.0,455.0,0
45.0,520.0,0
18.0,600.0,0
25.0,261.0,0
26.0,884.0,0
43.0,900.0,1
48.0,767.0,0
27.0,341.0,0
31.0,388.0,0
13.0,635.0,0
23.0,282.0,0
26.0,337.0,0
45.0,428.0,0
21.0,828.0,0
27.0,353.0,0
36.0,616.0,0
30.0,868.0,0
33.0,448.0,0
36.0,409.0,0
32.0,457.0,0
23.0,379.0,0
40.0,428.0,0
29.0,318.0,0
10.0,488.0,0
10.0,368.0,0
43.0,665.0,0
24.0,473.0,0
20.0,612.0,0
18.0,407.0,0
34.0,407.0,0
44.0,530.0,0
36.0,346.0,0
35.0,573.0,0
26.0,714.0,0
36.0,588.0,0
31.0,709.0,0
39.0,411.0,0
27.0,311.0,0
36.0,970.0,1
29.0,808.0,0
24.0,1008.0,0
32.0,470.0,0
48.0,1397.0,0
40.0,458.0,0
29.0,377.0,0
37.0,670.0,0
47.0,740.0,0
26.0,436.0,0
25.0,556.0,0
26.0,411.0,0
34.0,886.0,0
14.0,1304.0,0
10.0,1013.0,0
39.0,418.0,0
31.0,387.0,0
30.0,1300.0,0
32.0,292.0,0
26.0,314.0,0
22.0,1121.0,0
31.0,226.0,2
27.0,379.0,0
32.0,292.0,0
36.0,417.0,0
24.0,373.0,0
22.0,731.0,0
35.0,1224.0,0
19.0,470.0,0
42.0,300.0,2
15.0,218.0,0
28.0,232.0,0
24.0,316.0,0
24.0,574.0,0
40.0,617.0,1
15.0,267.0,0
15.0,325.0,0
36.0,1007.0,0
28.0,386.0,0
30.0,1197.0,0
39.0,440.0,1
38.0,573.0,0
43.0,401.0,0
43.0,755.0,0
50.0,901.0,0
34.0,577.0,0
22.0,791.0,0
23.0,987.0,0
28.0,778.0,0
30.0,738.0,0
37.0,603.0,0
35.0,649.0,0
30.0,277.0,0
27.0,524.0,0
10.0,610.0,0
27.0,447.0,0
23.0,362.0,0
23.0,658.0,0
17.0,1038.0,0
21.0,586.0,0
34.0,534.0,0
19.0,456.0,0
28.0,335.0,0
18.0,541.0,0
34.0,589.0,0
31.0,359.0,0
26.0,335.0,0
19.0,489.0,0
31.0,390.0,0
26.0,483.0,0
22.0,875.0,0
33.0,569.0,0
35.0,460.0,0
26.0,379.0,0
18.0,266.0,0
20.0,754.0,0
42.0,244.0,0
50.0,503.0,0
14.0,461.0,0
37.0,708.0,0
33.0,465.0,0
38.0,789.0,0
33.0,696.0,0
48.0,1014.0,0
34.0,929.0,0
33.0,390.0,0
27.0,309.0,0
10.0,251.0,0
41.0,330.0,0
25.0,445.0,0
44.0,821.0,0
20.0,382.0,0
12.0,233.0,0
17.0,370.0,0
17.0,1040.0,0
24.0,319.0,0
18.0,312.0,0
20.0,808.0,0
22.0,315.0,0
44.0,549.0,1
25.0,581.0,0
28.0,396.0,1
16.0,681.0,0
26.0,515.0,0
54.0,836.0,0
24.0,292.0,0
18.0,457.0,0
27.0,926.0,0
38.0,261.0,0
17.0,452.0,0
24.0,467.0,0
36.0,538.0,0
39.0,254.0,0
10.0,406.0,0
46.0,1244.0,2
35.0,559.0,0
15.0,449.0,0
13.0,918.0,0
27.0,569.0,0
10.0,312.0,0
56.0,830.0,0
10.0,516.0,0
13.0,575.0,0
15.0,352.0,0
21.0,273.0,0
11.0,304.0,0
11.0,326.0,0
14.0,330.0,0
17.0,306.0,0
12.0,268.0,0
23.0,326.0,0
36.0,361.0,0
10.0,562.0,0
27.0,615.0,0
31.0,876.0,0
10.0,386.0,0
16.0,725.0,0
23.0,348.0,0
10.0,809.0,1
23.0,531.0,0
15.0,484.0,1
15.0,442.0,0
24.0,368.0,0
10.0,602.0,0
39.0,345.0,0
10.0,692.0,0
23.0,342.0,0
18.0,574.0,0
22.0,407.0,0
26.0,306.0,0
51.0,950.0,0
29.0,671.0,0
45.0,278.0,2
27.0,285.0,0
31.0,322.0,0
17.0,582.0,0
17.0,970.0,0
21.0,294.0,2
25.0,343.0,0
33.0,657.0,0
34.0,235.0,0
33.0,1104.0,0
47.0,813.0,0
22.0,391.0,0
10.0,364.0,0
18.0,797.0,0
11.0,345.0,0
30.0,247.0,1
28.0,832.0,0
18.0,537.0,0
16.0,491.0,0
33.0,498.0,0
27.0,299.0,0
42.0,514.0,0
26.0,543.0,0
16.0,395.0,0
36.0,284.0,0
10.0,425.0,0
20.0,465.0,0
11.0,446.0,0
11.0,593.0,0
28.0,436.0,0
27.0,1289.0,0
21.0,316.0,0
47.0,735.0,2
39.0,1080.0,0
33.0,372.0,0
24.0,1258.0,0
25.0,401.0,0
14.0,1276.0,0
35.0,846.0,0
17.0,988.0,0
37.0,363.0,0
19.0,351.0,0
26.0,298.0,0
18.0,591.0,0
10.0,454.0,0
10.0,321.0,0
11.0,379.0,0
41.0,539.0,1
10.0,509.0,0
10.0,515.0,0
15.0,490.0,0
16.0,423.0,0
10.0,370.0,0
31.0,518.0,0
38.0,405.0,0
32.0,577.0,0
33.0,326.0,0
25.0,714.0,0
10.0,346.0,0
27.0,801.0,0
35.0,483.0,0
10.0,551.0,0
10.0,761.0,0
17.0,272.0,0
15.0,469.0,0
22.0,1479.0,0
25.0,950.0,2
45.0,1355.0,2
35.0,385.0,0
21.0,373.0,0
14.0,632.0,0
31.0,1361.0,0
47.0,1380.0,0
45.0,1582.0,0
34.0,952.0,0
24.0,859.0,0
15.0,409.0,0
30.0,537.0,0
43.0,357.0,0
36.0,298.0,0
27.0,765.0,0
33.0,729.0,0
15.0,726.0,0
19.0,616.0,0
13.0,647.0,0
19.0,456.0,0
26.0,781.0,0
10.0,255.0,0
17.0,684.0,0
31.0,316.0,0
10.0,562.0,0
10.0,588.0,0
20.0,630.0,0
10.0,324.0,0
20.0,769.0,0
10.0,629.0,0
59.0,552.0,0
18.0,711.0,0
10.0,498.0,0
17.0,518.0,0
40.0,356.0,0
11.0,832.0,0
20.0,258.0,0
45.0,367.0,0
14.0,531.0,0
29.0,1038.0,0
18.0,393.0,0
14.0,545.0,0
18.0,749.0,0
12.0,293.0,0
17.0,579.0,0
14.0,1024.0,0
29.0,263.0,0
28.0,261.0,0
25.0,395.0,0
27.0,475.0,0
15.0,249.0,0
52.0,475.0,0
14.0,391.0,0
10.0,934.0,0
39.0,912.0,0
34.0,364.0,0
25.0,595.0,0
17.0,335.0,0
20.0,776.0,0
15.0,406.0,0
15.0,893.0,0
19.0,685.0,0
10.0,344.0,0
12.0,358.0,0
18.0,560.0,0
19.0,246.0,0
19.0,576.0,1
17.0,542.0,0
22.0,525.0,0
26.0,679.0,1
27.0,387.0,0
18.0,348.0,0
15.0,379.0,0
23.0,418.0,0
40.0,817.0,1
32.0,301.0,0
38.0,707.0,0
37.0,658.0,0
24.0,413.0,0
35.0,625.0,0
43.0,584.0,1
23.0,637.0,1
49.0,767.0,0
49.0,1313.0,2
18.0,790.0,0
10.0,333.0,0
26.0,597.0,0
47.0,878.0,0
34.0,834.0,0
10.0,263.0,0
20.0,573.0,0
28.0,389.0,0
10.0,530.0,0
35.0,498.0,0
29.0,293.0,0
18.0,259.0,0
22.0,462.0,0
13.0,474.0,0
23.0,432.0,0
30.0,419.0,0
31.0,368.0,0
14.0,253.0,0
14.0,380.0,0
38.0,436.0,0
28.0,790.0,0
38.0,768.0,0
42.0,480.0,0
40.0,1372.0,3
11.0,523.0,0
13.0,363.0,0
22.0,349.0,0
37.0,1148.0,0
23.0,880.0,0
11.0,774.0,0
45.0,256.0,0
12.0,1149.0,0
30.0,949.0,0
17.0,646.0,0
16.0,423.0,0
10.0,1094.0,0
10.0,1330.0,0
10.0,928.0,0
10.0,1043.0,0
14.0,637.0,0
27.0,645.0,0
35.0,492.0,0
21.0,400.0,0
55.0,1264.0,0
22.0,390.0,0
10.0,703.0,0
14.0,635.0,0
18.0,729.0,0
16.0,786.0,0
10.0,334.0,0
17.0,476.0,0
22.0,486.0,0
37.0,763.0,1
28.0,294.0,0
13.0,378.0,0
18.0,366.0,0
34.0,637.0,0
18.0,268.0,0
60.0,1377.0,0
45.0,767.0,0
25.0,642.0,0
17.0,723.0,0
17.0,355.0,0
22.0,304.0,0
29.0,344.0,0
39.0,421.0,0
16.0,796.0,0
25.0,264.0,1
22.0,530.0,0
30.0,354.0,0
17.0,287.0,0
19.0,429.0,0
10.0,374.0,0
26.0,311.0,0
19.0,472.0,0
35.0,489.0,0
14.0,412.0,0
45.0,732.0,0
30.0,286.0,0
39.0,293.0,0
28.0,274.0,0
39.0,187.0,0
29.0,253.0,0
39.0,248.0,0
34.0,892.0,0
32.0,324.0,0
10.0,515.0,0
10.0,513.0,0
24.0,283.0,0
25.0,326.0,0
31.0,251.0,0
25.0,286.0,0
36.0,265.0,0
38.0,317.0,0
21.0,1236.0,0
41.0,656.0,0
36.0,1750.0,0
45.0,706.0,0
32.0,1052.0,0
31.0,384.0,0
34.0,772.0,0
13.0,425.0,0
39.0,253.0,0
36.0,232.0,0
32.0,704.0,0
26.0,420.0,0
22.0,1085.0,1
14.0,481.0,1
12.0,267.0,0
37.0,281.0,0
10.0,550.0,0
43.0,246.0,0
42.0,455.0,0
18.0,712.0,0
23.0,541.0,0
10.0,674.0,0
20.0,905.0,0
13.0,675.0,0
14.0,826.0,0
40.0,671.0,1
15.0,366.0,4
23.0,780.0,4
21.0,337.0,0
10.0,591.0,0
29.0,1192.0,0
48.0,468.0,1
33.0,519.0,0
25.0,877.0,0
34.0,1090.0,2
39.0,797.0,0
22.0,817.0,0
21.0,403.0,0
10.0,760.0,0
32.0,262.0,0
31.0,300.0,0
37.0,282.0,0
40.0,249.0,0
44.0,283.0,0
45.0,349.0,0
39.0,582.0,0
39.0,367.0,0
33.0,341.0,0
26.0,941.0,0
40.0,354.0,2
16.0,354.0,0
10.0,348.0,0
16.0,269.0,0
10.0,1028.0,0
10.0,1116.0,0
29.0,579.0,0
13.0,1142.0,0
10.0,767.0,0
